ID,Plot,Replicate,Bird Number,Period,Minute,Species,Sex,Detection Method,Distance,New Record,Counter-sing,Site,DateC,TimeC
7885,2,1,6,1,1,AMRE,M,S,2,1,0,West Branch,07-Jun-12,8:16
256,2,1,7,1,1,REVI,M,S,2,1,1,414,11-Jun-10,5:09
3149,2,1,7,1,2,LEFL,M,S,1,1,1,414,06-Jun-11,5:51
5225,2,1,7,1,1,GCKI,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1279,2,1,7,1,2,BCCH,M,S,2,1,0,Beaver Basin,17-Jun-10,6:03
3392,2,1,7,1,2,OVEN,M,S,2,1,0,Beaver Basin,16-Jun-11,5:56
7201,2,1,7,1,2,UNKN,M,S,2,1,0,Beaver Basin,03-Jun-12,6:54
7984,2,1,7,1,2,YBSA,M,S,2,1,0,McMahon,04-Jun-12,5:51
1115,2,1,7,1,1,VEER,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4821,2,1,7,1,2,OVEN,M,S,1,1,1,Seven Lakes,18-Jun-11,6:58
5396,2,1,7,1,1,OVEN,M,S,2,1,0,Seven Lakes,09-Jun-12,7:18
3013,2,1,7,1,2,OVEN,M,S,2,1,1,Spotted Hardwood,05-Jun-11,5:39
6203,2,1,7,1,2,LEFL,M,S,2,1,0,Spotted Hardwood,06-Jun-12,8:22
369,2,1,7,1,2,LEFL,M,S,2,1,1,Stuart Lake,11-Jun-10,6:37
3083,2,1,7,1,2,BTBW,M,S,1,1,0,Stuart Lake,06-Jun-11,6:44
5669,2,1,7,1,2,CEDW,U,C,1,1,0,Stuart Lake,06-Jun-12,6:22
628,2,1,7,1,1,OVEN,M,S,2,1,1,Tahquamenon,13-Jun-10,6:24
3212,2,1,7,1,2,NOPA,M,S,1,1,0,Tahquamenon,07-Jun-11,6:12
7125,2,1,7,1,1,REVI,M,S,1,1,1,Tahquamenon,08-Jun-12,6:33
538,2,1,7,1,1,LEFL,M,S,1,1,1,West Branch,12-Jun-10,8:35
7886,2,1,7,1,1,OVEN,M,S,1,1,1,West Branch,07-Jun-12,8:16
257,2,1,8,1,1,REVI,M,S,2,1,1,414,11-Jun-10,5:09
3150,2,1,8,1,2,RBGR,M,S,1,1,0,414,06-Jun-11,5:51
5226,2,1,8,1,2,COYE,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1280,2,1,8,1,2,OVEN,M,S,1,1,0,Beaver Basin,17-Jun-10,6:03
3393,2,1,8,1,3,AMRE,M,S,1,1,0,Beaver Basin,16-Jun-11,5:56
7202,2,1,8,1,2,EAWP,M,S,2,1,0,Beaver Basin,03-Jun-12,6:54
7985,2,1,8,1,2,REVI,M,S,2,1,1,McMahon,04-Jun-12,5:51
1116,2,1,8,1,1,YBSA,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4822,2,1,8,1,3,SWTH,M,S,1,1,0,Seven Lakes,18-Jun-11,6:58
5397,2,1,8,1,2,MYWA,M,S,2,1,0,Seven Lakes,09-Jun-12,7:18
3014,2,1,8,1,2,PUFI,U,C,1,1,0,Spotted Hardwood,05-Jun-11,5:39
6204,2,1,8,1,2,REVI,M,S,2,1,0,Spotted Hardwood,06-Jun-12,8:22
370,2,1,8,1,2,YBSA,M,O,1,1,1,Stuart Lake,11-Jun-10,6:37
3084,2,1,8,1,2,EACH,M,S,1,1,0,Stuart Lake,06-Jun-11,6:44
5670,2,1,8,1,2,CEDW,U,C,1,1,0,Stuart Lake,06-Jun-12,6:22
629,2,1,8,1,1,SWTH,M,S,1,1,0,Tahquamenon,13-Jun-10,6:24
3213,2,1,8,1,2,OVEN,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7126,2,1,8,1,1,REVI,M,S,1,1,1,Tahquamenon,08-Jun-12,6:33
539,2,1,8,1,1,LEFL,M,S,1,1,1,West Branch,12-Jun-10,8:35
7887,2,1,8,1,1,MYWA,M,S,2,1,0,West Branch,07-Jun-12,8:16
258,2,1,9,1,1,WBNU,U,C,1,1,0,414,11-Jun-10,5:09
3151,2,1,9,1,3,RTHA,U,C,2,1,0,414,06-Jun-11,5:51
5227,2,1,9,1,2,RBNU,U,C,2,1,0,Barfield Lakes,04-Jun-12,7:39
1281,2,1,9,1,2,YBSA,M,O,2,1,0,Beaver Basin,17-Jun-10,6:03
3394,2,1,9,1,3,BTNW,M,S,2,1,0,Beaver Basin,16-Jun-11,5:56
7203,2,1,9,1,2,AMRO,U,C,1,1,0,Beaver Basin,03-Jun-12,6:54
7986,2,1,9,1,2,REVI,M,S,1,1,1,McMahon,04-Jun-12,5:51
1117,2,1,9,1,1,YBSA,M,O,1,1,0,Seven Lakes,25-Jun-10,7:19
4823,2,1,9,1,3,SOSP,M,S,2,1,0,Seven Lakes,18-Jun-11,6:58
5398,2,1,9,1,2,HETH,M,S,2,1,0,Seven Lakes,09-Jun-12,7:18
3015,2,1,9,1,2,REVI,M,S,1,1,1,Spotted Hardwood,05-Jun-11,5:39
6205,2,1,9,1,2,PISI,U,C,1,1,0,Spotted Hardwood,06-Jun-12,8:22
371,2,1,9,1,2,OVEN,M,S,1,1,0,Stuart Lake,11-Jun-10,6:37
3085,2,1,9,1,2,LEFL,M,S,1,1,0,Stuart Lake,06-Jun-11,6:44
5671,2,1,9,1,2,YBSA,M,S,1,1,0,Stuart Lake,06-Jun-12,6:22
630,2,1,9,1,1,BLBW,M,S,1,1,0,Tahquamenon,13-Jun-10,6:24
3214,2,1,9,1,2,BTNW,M,S,1,1,0,Tahquamenon,07-Jun-11,6:12
7127,2,1,9,1,1,BCCH,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
540,2,1,9,1,2,SWTH,U,C,1,1,0,West Branch,12-Jun-10,8:35
7888,2,1,9,1,2,REVI,M,S,2,1,0,West Branch,07-Jun-12,8:16
259,2,1,10,1,1,BTBW,M,S,1,1,1,414,11-Jun-10,5:09
3152,2,1,10,1,3,UNWA,U,C,1,1,0,414,06-Jun-11,5:51
5228,2,1,10,1,2,YBFL,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:39
1282,2,1,10,1,2,LEFL,M,S,1,1,0,Beaver Basin,17-Jun-10,6:03
3395,2,1,10,2,3,REVI,M,S,1,0,1,Beaver Basin,16-Jun-11,5:56
7204,2,1,10,1,3,AMRO,U,C,1,1,0,Beaver Basin,03-Jun-12,6:54
7987,2,1,10,1,2,BHVI,M,S,1,1,0,McMahon,04-Jun-12,5:51
1118,2,1,10,1,1,BCCH,U,C,2,1,0,Seven Lakes,25-Jun-10,7:19
4824,2,1,10,1,3,RBGR,M,S,1,1,0,Seven Lakes,18-Jun-11,6:58
5399,2,1,10,1,3,OVEN,M,S,2,1,0,Seven Lakes,09-Jun-12,7:18
3016,2,1,10,1,3,REVI,M,S,2,1,1,Spotted Hardwood,05-Jun-11,5:39
6206,2,1,10,1,3,VEER,U,C,1,1,0,Spotted Hardwood,06-Jun-12,8:22
372,2,1,10,1,3,BLJA,U,C,2,1,0,Stuart Lake,11-Jun-10,6:37
3086,2,1,10,1,3,YBSA,M,O,2,1,0,Stuart Lake,06-Jun-11,6:44
5672,2,1,10,1,2,LEFL,M,S,2,1,0,Stuart Lake,06-Jun-12,6:22
631,2,1,10,1,2,NOPA,M,S,1,1,0,Tahquamenon,13-Jun-10,6:24
3215,2,1,10,1,2,BLBW,M,S,2,1,1,Tahquamenon,07-Jun-11,6:12
7128,2,1,10,1,2,BTNW,M,S,2,1,0,Tahquamenon,08-Jun-12,6:33
541,2,1,10,1,2,AMRE,U,C,1,1,0,West Branch,12-Jun-10,8:35
7889,2,1,10,1,2,BRCR,M,S,1,1,0,West Branch,07-Jun-12,8:16
260,2,1,11,1,2,BTBW,M,S,2,1,1,414,11-Jun-10,5:09
3153,2,1,11,2,3,YBSA,U,C,1,0,0,414,06-Jun-11,5:51
5229,2,1,11,1,2,WIWR,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1283,2,1,11,1,3,BTNW,M,S,2,1,0,Beaver Basin,17-Jun-10,6:03
3396,2,1,11,2,3,REVI,M,S,2,0,1,Beaver Basin,16-Jun-11,5:56
7205,2,1,11,1,3,AMRE,M,S,1,1,0,Beaver Basin,03-Jun-12,6:54
7988,2,1,11,1,2,BTNW,M,S,2,1,0,McMahon,04-Jun-12,5:51
1119,2,1,11,1,2,LEFL,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4825,2,1,11,1,3,BTBW,M,S,2,1,0,Seven Lakes,18-Jun-11,6:58
5400,2,1,11,2,3,WIWR,M,S,2,1,0,Seven Lakes,09-Jun-12,7:18
3017,2,1,11,1,3,PUFI,U,C,1,1,1,Spotted Hardwood,05-Jun-11,5:39
6207,2,1,11,1,3,CHSP,U,C,1,1,0,Spotted Hardwood,06-Jun-12,8:22
373,2,1,11,1,3,BTBW,M,S,1,1,0,Stuart Lake,11-Jun-10,6:37
3087,2,1,11,2,3,REVI,M,S,2,1,1,Stuart Lake,06-Jun-11,6:44
5673,2,1,11,1,2,BCCH,M,S,2,1,0,Stuart Lake,06-Jun-12,6:22
632,2,1,11,1,2,BLBW,M,S,2,1,0,Tahquamenon,13-Jun-10,6:24
3216,2,1,11,1,2,BTBW,M,S,1,1,0,Tahquamenon,07-Jun-11,6:12
7129,2,1,11,1,2,BHVI,M,S,2,1,0,Tahquamenon,08-Jun-12,6:33
542,2,1,11,1,2,BTNW,M,S,1,1,0,West Branch,12-Jun-10,8:35
7890,2,1,11,1,2,EAWP,M,S,2,1,0,West Branch,07-Jun-12,8:16
261,2,1,12,1,2,LEFL,M,S,1,1,1,414,11-Jun-10,5:09
3154,2,1,12,2,3,REVI,M,S,1,0,1,414,06-Jun-11,5:51
5230,2,1,12,1,2,BHVI,U,C,1,1,0,Barfield Lakes,04-Jun-12,7:39
1284,2,1,12,1,3,VEER,U,C,1,1,0,Beaver Basin,17-Jun-10,6:03
3397,2,1,12,2,3,REVI,M,S,1,0,1,Beaver Basin,16-Jun-11,5:56
7206,2,1,12,2,3,REVI,M,S,1,0,1,Beaver Basin,03-Jun-12,6:54
7989,2,1,12,1,2,HETH,U,C,1,1,0,McMahon,04-Jun-12,5:51
1120,2,1,12,1,2,AMRE,M,S,1,1,1,Seven Lakes,25-Jun-10,7:19
4826,2,1,12,2,3,REVI,M,S,1,0,0,Seven Lakes,18-Jun-11,6:58
5401,2,1,12,2,3,HETH,M,S,2,0,0,Seven Lakes,09-Jun-12,7:18
3018,2,1,12,2,3,VEER,M,S,2,0,0,Spotted Hardwood,05-Jun-11,5:39
6208,2,1,12,2,3,REVI,M,S,1,0,0,Spotted Hardwood,06-Jun-12,8:22
374,2,1,12,1,3,RBGR,M,S,2,1,0,Stuart Lake,11-Jun-10,6:37
3088,2,1,12,2,3,REVI,M,S,1,0,1,Stuart Lake,06-Jun-11,6:44
5674,2,1,12,1,3,HETH,M,S,2,1,0,Stuart Lake,06-Jun-12,6:22
633,2,1,12,1,2,BTNW,M,S,2,1,1,Tahquamenon,13-Jun-10,6:24
3217,2,1,12,1,2,HETH,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7130,2,1,12,1,2,AMRE,M,S,1,1,0,Tahquamenon,08-Jun-12,6:33
543,2,1,12,1,2,SWTH,U,C,1,1,0,West Branch,12-Jun-10,8:35
7891,2,1,12,1,2,MAWA,M,S,2,1,0,West Branch,07-Jun-12,8:16
262,2,1,13,1,2,YSFL,U,C,2,1,0,414,11-Jun-10,5:09
3155,2,1,13,2,3,REVI,M,S,1,0,1,414,06-Jun-11,5:51
5231,2,1,13,1,2,REVI,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1285,2,1,13,1,3,LEFL,M,S,1,0,0,Beaver Basin,17-Jun-10,6:03
3398,2,1,13,2,4,LEFL,M,S,1,0,1,Beaver Basin,16-Jun-11,5:56
7207,2,1,13,2,3,REVI,M,S,1,0,1,Beaver Basin,03-Jun-12,6:54
7990,2,1,13,1,3,CHSP,M,S,1,1,0,McMahon,04-Jun-12,5:51
1121,2,1,13,1,2,AMRE,M,S,2,1,1,Seven Lakes,25-Jun-10,7:19
4827,2,1,13,2,3,REVI,M,S,2,0,0,Seven Lakes,18-Jun-11,6:58
5402,2,1,13,2,3,REVI,M,S,1,0,0,Seven Lakes,09-Jun-12,7:18
3019,2,1,13,2,3,REVI,M,S,1,0,1,Spotted Hardwood,05-Jun-11,5:39
6209,2,1,13,2,3,REVI,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:22
375,2,1,13,1,3,YBSA,M,S,1,0,1,Stuart Lake,11-Jun-10,6:37
3089,2,1,13,2,3,OVEN,M,S,1,0,1,Stuart Lake,06-Jun-11,6:44
5675,2,1,13,1,3,AMRE,M,S,2,1,0,Stuart Lake,06-Jun-12,6:22
634,2,1,13,1,2,BTNW,M,S,1,1,1,Tahquamenon,13-Jun-10,6:24
3218,2,1,13,1,3,BBCU,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7131,2,1,13,1,2,BCCH,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
544,2,1,13,1,3,BAWW,M,S,1,1,0,West Branch,12-Jun-10,8:35
7892,2,1,13,1,2,REVI,M,S,1,1,0,West Branch,07-Jun-12,8:16
263,2,1,14,1,3,AMRO,U,C,1,1,0,414,11-Jun-10,5:09
3156,2,1,14,2,4,OVEN,M,S,2,0,0,414,06-Jun-11,5:51
5232,2,1,14,1,2,PIWO,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:39
1286,2,1,14,1,3,REVI,M,S,2,0,1,Beaver Basin,17-Jun-10,6:03
3399,2,1,14,2,4,LEFL,M,S,1,1,1,Beaver Basin,16-Jun-11,5:56
7208,2,1,14,2,3,EAWP,M,S,2,0,0,Beaver Basin,03-Jun-12,6:54
7991,2,1,14,1,3,RBNU,U,C,1,1,0,McMahon,04-Jun-12,5:51
1122,2,1,14,1,2,MYWA,M,S,2,1,0,Seven Lakes,25-Jun-10,7:19
4828,2,1,14,2,4,AMRE,M,S,1,0,0,Seven Lakes,18-Jun-11,6:58
5403,2,1,14,2,3,REVI,M,S,2,0,0,Seven Lakes,09-Jun-12,7:18
3020,2,1,14,2,3,REVI,M,S,2,0,1,Spotted Hardwood,05-Jun-11,5:39
6210,2,1,14,2,3,YBSA,U,C,2,1,0,Spotted Hardwood,06-Jun-12,8:22
376,2,1,14,1,3,RBGR,M,S,2,0,0,Stuart Lake,11-Jun-10,6:37
3090,2,1,14,2,4,OVEN,M,S,2,0,1,Stuart Lake,06-Jun-11,6:44
5676,2,1,14,1,3,DOWO,U,C,2,1,0,Stuart Lake,06-Jun-12,6:22
635,2,1,14,1,2,BTBW,M,S,2,0,0,Tahquamenon,13-Jun-10,6:24
3219,2,1,14,1,3,SCTA,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7132,2,1,14,1,2,BCCH,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
545,2,1,14,1,3,CEDW,U,C,1,1,0,West Branch,12-Jun-10,8:35
7893,2,1,14,1,3,NAWA,M,S,2,1,0,West Branch,07-Jun-12,8:16
264,2,1,15,2,4,PIWO,U,O,2,1,0,414,11-Jun-10,5:09
3157,2,1,15,2,4,LEFL,M,S,1,0,0,414,06-Jun-11,5:51
5233,2,1,15,1,3,SWTH,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:39
1287,2,1,15,1,3,REVI,M,S,1,0,1,Beaver Basin,17-Jun-10,6:03
3400,2,1,15,2,4,AMRO,M,S,2,0,0,Beaver Basin,16-Jun-11,5:56
7209,2,1,15,2,3,VEER,U,C,1,0,0,Beaver Basin,03-Jun-12,6:54
7992,2,1,15,1,3,RBNU,U,C,1,1,0,McMahon,04-Jun-12,5:51
1123,2,1,15,1,2,AMRO,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4829,2,1,15,2,4,OVEN,M,S,2,0,0,Seven Lakes,18-Jun-11,6:58
5404,2,1,15,2,3,NOPA,M,S,1,0,0,Seven Lakes,09-Jun-12,7:18
3021,2,1,15,2,4,OVEN,M,S,2,0,1,Spotted Hardwood,05-Jun-11,5:39
6211,2,1,15,2,4,BWHA,U,C,2,1,0,Spotted Hardwood,06-Jun-12,8:22
377,2,1,15,1,3,REVI,M,S,1,0,1,Stuart Lake,11-Jun-10,6:37
3091,2,1,15,2,4,OVEN,M,S,2,0,1,Stuart Lake,06-Jun-11,6:44
5677,2,1,15,2,3,REVI,M,S,1,0,1,Stuart Lake,06-Jun-12,6:22
636,2,1,15,1,3,YBSA,M,O,2,0,0,Tahquamenon,13-Jun-10,6:24
3220,2,1,15,1,3,BTNW,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7133,2,1,15,1,2,EACH,U,C,2,1,0,Tahquamenon,08-Jun-12,6:33
546,2,1,15,1,3,CEDW,U,C,1,1,0,West Branch,12-Jun-10,8:35
7894,2,1,15,1,3,OVEN,M,S,2,1,1,West Branch,07-Jun-12,8:16
265,2,1,16,2,4,LEFL,M,S,1,0,1,414,11-Jun-10,5:09
3158,2,1,16,2,4,RBGR,M,S,1,0,0,414,06-Jun-11,5:51
5234,2,1,16,1,3,MAWA,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1288,2,1,16,1,3,REVI,M,S,1,0,1,Beaver Basin,17-Jun-10,6:03
3401,2,1,16,2,5,BTNW,M,S,2,0,0,Beaver Basin,16-Jun-11,5:56
7210,2,1,16,2,4,CSWA,M,S,2,0,0,Beaver Basin,03-Jun-12,6:54
7993,2,1,16,1,3,MYWA,M,S,1,1,0,McMahon,04-Jun-12,5:51
1124,2,1,16,1,2,YBSA,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4830,2,1,16,2,4,SWTH,M,S,1,0,0,Seven Lakes,18-Jun-11,6:58
5405,2,1,16,2,3,AMRE,M,S,1,0,0,Seven Lakes,09-Jun-12,7:18
3022,2,1,16,2,4,AMRO,M,S,1,0,0,Spotted Hardwood,05-Jun-11,5:39
6212,2,1,16,2,4,OVEN,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:22
378,2,1,16,1,3,REVI,M,S,1,0,1,Stuart Lake,11-Jun-10,6:37
3092,2,1,16,2,4,AMGO,U,C,2,1,0,Stuart Lake,06-Jun-11,6:44
5678,2,1,16,2,3,EAWP,M,S,2,1,0,Stuart Lake,06-Jun-12,6:22
637,2,1,16,1,3,YBSA,U,C,1,1,0,Tahquamenon,13-Jun-10,6:24
3221,2,1,16,2,3,REVI,M,S,1,0,1,Tahquamenon,07-Jun-11,6:12
7134,2,1,16,1,2,CHSW,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
547,2,1,16,1,3,AMRO,U,C,1,1,0,West Branch,12-Jun-10,8:35
7895,2,1,16,1,3,BHVI,M,S,2,1,0,West Branch,07-Jun-12,8:16
266,2,1,17,2,4,LEFL,M,S,1,0,1,414,11-Jun-10,5:09
3159,2,1,17,2,5,EAWP,M,S,2,1,0,414,06-Jun-11,5:51
5235,2,1,17,1,3,HETH,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1289,2,1,17,2,4,BTNW,M,S,2,0,0,Beaver Basin,17-Jun-10,6:03
3402,2,1,17,2,5,CORA,U,C,2,0,0,Beaver Basin,16-Jun-11,5:56
7211,2,1,17,2,4,HETH,U,C,2,1,0,Beaver Basin,03-Jun-12,6:54
7994,2,1,17,2,3,RBNU,U,C,1,0,0,McMahon,04-Jun-12,5:51
1125,2,1,17,1,2,YBSA,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4831,2,1,17,2,5,AMRO,M,S,2,1,0,Seven Lakes,18-Jun-11,6:58
5406,2,1,17,2,4,BLBW,M,S,1,0,0,Seven Lakes,09-Jun-12,7:18
3023,2,1,17,2,4,BTNW,M,S,1,0,1,Spotted Hardwood,05-Jun-11,5:39
6213,2,1,17,2,4,YBSA,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:22
379,2,1,17,2,4,REVI,M,S,2,1,1,Stuart Lake,11-Jun-10,6:37
3093,2,1,17,2,4,AMGO,U,C,2,1,0,Stuart Lake,06-Jun-11,6:44
5679,2,1,17,2,3,AMRO,M,S,2,1,0,Stuart Lake,06-Jun-12,6:22
638,2,1,17,1,3,HETH,M,S,2,1,0,Tahquamenon,13-Jun-10,6:24
3222,2,1,17,2,3,REVI,M,S,1,0,1,Tahquamenon,07-Jun-11,6:12
7135,2,1,17,1,2,CHSW,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
548,2,1,17,1,3,REVI,M,S,1,0,1,West Branch,12-Jun-10,8:35
7896,2,1,17,1,3,PIWO,M,S,1,1,0,West Branch,07-Jun-12,8:16
267,2,1,18,2,4,LEFL,M,S,1,0,1,414,11-Jun-10,5:09
3160,2,1,18,2,5,BTBW,M,S,2,0,0,414,06-Jun-11,5:51
5236,2,1,18,1,3,BHVI,M,S,1,1,1,Barfield Lakes,04-Jun-12,7:39
1290,2,1,18,2,4,OVEN,M,S,1,0,0,Beaver Basin,17-Jun-10,6:03
3403,2,1,18,3,6,REVI,M,S,1,0,0,Beaver Basin,16-Jun-11,5:56
7212,2,1,18,2,4,AMRO,U,C,1,0,0,Beaver Basin,03-Jun-12,6:54
7995,2,1,18,2,3,RBNU,U,C,1,0,0,McMahon,04-Jun-12,5:51
1126,2,1,18,1,3,BTBW,M,S,2,1,0,Seven Lakes,25-Jun-10,7:19
4832,2,1,18,2,5,BTNW,M,S,1,1,0,Seven Lakes,18-Jun-11,6:58
5407,2,1,18,2,4,MYWA,M,S,2,0,0,Seven Lakes,09-Jun-12,7:18
3024,2,1,18,2,5,YBSA,M,O,2,1,0,Spotted Hardwood,05-Jun-11,5:39
6214,2,1,18,2,4,VEER,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:22
380,2,1,18,2,4,BTBW,M,S,1,0,0,Stuart Lake,11-Jun-10,6:37
3094,2,1,18,2,5,YBSA,M,O,2,1,0,Stuart Lake,06-Jun-11,6:44
5680,2,1,18,2,3,REVI,M,S,1,0,1,Stuart Lake,06-Jun-12,6:22
639,2,1,18,1,3,BRCR,M,S,1,1,0,Tahquamenon,13-Jun-10,6:24
3223,2,1,18,2,3,BTNW,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7136,2,1,18,1,2,CEDW,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
549,2,1,18,1,3,REVI,M,S,1,0,1,West Branch,12-Jun-10,8:35
7897,2,1,18,2,3,NOPA,M,S,1,0,0,West Branch,07-Jun-12,8:16
268,2,1,19,2,4,LEFL,M,S,1,0,1,414,11-Jun-10,5:09
3161,2,1,19,2,6,AMRE,M,S,2,0,0,414,06-Jun-11,5:51
5237,2,1,19,2,3,LISP,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:39
1291,2,1,19,2,5,YBSA,U,C,1,0,0,Beaver Basin,17-Jun-10,6:03
3404,2,1,19,3,6,REVI,M,S,2,0,0,Beaver Basin,16-Jun-11,5:56
7213,2,1,19,2,5,MYWA,U,C,2,0,0,Beaver Basin,03-Jun-12,6:54
7996,2,1,19,2,3,HETH,M,S,1,0,0,McMahon,04-Jun-12,5:51
1127,2,1,19,1,3,RBGR,U,C,1,1,0,Seven Lakes,25-Jun-10,7:19
4833,2,1,19,2,5,HAWO,U,C,2,1,0,Seven Lakes,18-Jun-11,6:58
5408,2,1,19,2,4,AMRO,M,S,1,1,0,Seven Lakes,09-Jun-12,7:18
3025,2,1,19,2,5,RBGR,U,C,2,0,0,Spotted Hardwood,05-Jun-11,5:39
6215,2,1,19,2,5,AMRO,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:22
381,2,1,19,2,4,WIWR,M,S,2,0,0,Stuart Lake,11-Jun-10,6:37
3095,2,1,19,2,5,LEFL,M,S,1,0,0,Stuart Lake,06-Jun-11,6:44
5681,2,1,19,2,4,SWTH,M,S,1,0,0,Stuart Lake,06-Jun-12,6:22
640,2,1,19,1,3,REVI,M,S,2,1,1,Tahquamenon,13-Jun-10,6:24
3224,2,1,19,2,3,BTNW,M,S,1,0,1,Tahquamenon,07-Jun-11,6:12
7137,2,1,19,1,2,CEDW,U,C,1,1,0,Tahquamenon,08-Jun-12,6:33
550,2,1,19,1,3,LEFL,M,S,1,0,1,West Branch,12-Jun-10,8:35
7898,2,1,19,2,3,PIWO,M,S,1,0,1,West Branch,07-Jun-12,8:16
269,2,1,20,2,4,REVI,M,S,1,0,1,414,11-Jun-10,5:09
3162,2,1,20,3,6,REVI,M,S,1,0,1,414,06-Jun-11,5:51
5238,2,1,20,2,3,NAWA,M,S,1,0,1,Barfield Lakes,04-Jun-12,7:39
1292,2,1,20,2,5,SWTH,M,S,2,1,0,Beaver Basin,17-Jun-10,6:03
3405,2,1,20,3,6,AMRE,M,S,1,0,0,Beaver Basin,16-Jun-11,5:56
7214,2,1,20,2,5,CHSW,U,C,1,0,0,Beaver Basin,03-Jun-12,6:54
7997,2,1,20,2,3,PUFI,U,C,1,1,0,McMahon,04-Jun-12,5:51
1128,2,1,20,1,3,RBGR,U,C,2,1,0,Seven Lakes,25-Jun-10,7:19
4834,2,1,20,2,5,PUFI,M,S,2,0,0,Seven Lakes,18-Jun-11,6:58
5409,2,1,20,2,5,UNWA,U,C,1,1,0,Seven Lakes,09-Jun-12,7:18
3026,2,1,20,2,5,OVEN,M,S,2,0,1,Spotted Hardwood,05-Jun-11,5:39
6216,2,1,20,2,5,VEER,M,S,2,1,0,Spotted Hardwood,06-Jun-12,8:22
382,2,1,20,2,5,BLJA,U,C,2,1,0,Stuart Lake,11-Jun-10,6:37
3096,2,1,20,2,5,BTBW,M,S,1,0,0,Stuart Lake,06-Jun-11,6:44
5682,2,1,20,2,4,YBSA,M,S,2,0,0,Stuart Lake,06-Jun-12,6:22
641,2,1,20,1,3,MYWA,M,S,2,1,0,Tahquamenon,13-Jun-10,6:24
3225,2,1,20,2,4,WIWR,M,S,2,1,0,Tahquamenon,07-Jun-11,6:12
7138,2,1,20,1,3,BLBW,M,S,1,1,0,Tahquamenon,08-Jun-12,6:33
551,2,1,20,1,3,LEFL,M,S,1,0,1,West Branch,12-Jun-10,8:35
7899,2,1,20,2,3,OVEN,M,S,1,0,1,West Branch,07-Jun-12,8:16
270,2,1,21,2,4,REVI,M,S,2,0,1,414,11-Jun-10,5:09
3163,2,1,21,3,6,REVI,M,S,1,0,1,414,06-Jun-11,5:51
5239,2,1,21,2,3,GCKI,M,S,2,0,0,Barfield Lakes,04-Jun-12,7:39
1293,2,1,21,2,5,PUFI,U,C,1,1,0,Beaver Basin,17-Jun-10,6:03
3406,2,1,21,3,7,BTNW,M,S,2,0,0,Beaver Basin,16-Jun-11,5:56
7215,2,1,21,2,5,VEER,U,C,1,1,0,Beaver Basin,03-Jun-12,6:54
7998,2,1,21,2,3,BLBW,M,S,1,0,0,McMahon,04-Jun-12,5:51
1129,2,1,21,1,3,COYE,M,S,2,1,0,Seven Lakes,25-Jun-10,7:19
4835,2,1,21,2,6,BTBW,M,S,1,0,0,Seven Lakes,18-Jun-11,6:58
5410,2,1,21,2,6,BRCR,M,S,1,1,0,Seven Lakes,09-Jun-12,7:18
3027,2,1,21,2,6,BTNW,M,S,2,0,1,Spotted Hardwood,05-Jun-11,5:39
6217,2,1,21,2,5,EACH,U,C,2,1,0,Spotted Hardwood,06-Jun-12,8:22
383,2,1,21,2,5,BTNW,M,S,2,1,0,Stuart Lake,11-Jun-10,6:37
3097,2,1,21,2,6,CORA,U,C,2,0,0,Stuart Lake,06-Jun-11,6:44
5683,2,1,21,2,4,BTBW,M,S,2,0,0,Stuart Lake,06-Jun-12,6:22
642,2,1,21,1,3,REVI,M,S,1,0,0,Tahquamenon,13-Jun-10,6:24
3226,2,1,21,2,4,SWTH,U,C,2,0,0,Tahquamenon,07-Jun-11,6:12
