ID,Plot,Replicate,Bird Number,Period,Minute,Species,Sex,Detection Method,Distance,New Record,Counter-sing,Site,DateC,TimeC
292,1,1,1,1,1,BTBW,M,S,1,1,1,414,11-Jun-10,5:31
3048,1,1,1,1,1,BTBW,M,S,1,1,0,414,06-Jun-11,5:36
5045,1,1,1,1,1,NOPA,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:24
1229,1,1,1,1,1,REVI,M,S,1,1,1,Beaver Basin,17-Jun-10,5:32
3412,1,1,1,1,1,REVI,M,S,1,1,0,Beaver Basin,16-Jun-11,6:19
7538,1,1,1,1,1,REVI,M,S,1,1,1,Beaver Basin,03-Jun-12,5:39
7634,1,1,1,1,1,BHVI,M,S,1,1,0,McMahon,04-Jun-12,5:30
1166,1,1,1,1,1,SWTH,U,C,1,1,0,Seven Lakes,25-Jun-10,7:30
3594,1,1,1,1,1,YBSA,M,O,1,1,0,Seven Lakes,18-Jun-11,6:36
5355,1,1,1,1,1,BTNW,M,S,1,1,0,Seven Lakes,09-Jun-12,7:02
331,1,1,1,1,1,SWTH,M,S,1,1,0,Spotted Hardwood,11-Jun-10,6:14
2974,1,1,1,1,1,WTSP,M,S,2,1,0,Spotted Hardwood,05-Jun-11,5:58
6162,1,1,1,1,1,REVI,M,S,1,1,1,Spotted Hardwood,06-Jun-12,8:05
3108,1,1,1,1,1,RUGR,M,O,2,1,0,Stuart Lake,06-Jun-11,6:24
5706,1,1,1,1,1,LEFL,M,S,1,1,1,Stuart Lake,06-Jun-12,6:01
3255,1,1,1,1,1,MYWA,M,S,1,1,0,Tahquamenon,07-Jun-11,6:34
8025,1,1,1,1,1,BTNW,M,S,1,1,0,Tahquamenon,08-Jun-12,6:07
7363,1,1,1,1,1,HAWO,U,C,1,1,0,West Branch,07-Jun-12,7:32
293,1,1,2,1,1,BTBW,M,S,1,1,1,414,11-Jun-10,5:31
3049,1,1,2,1,1,BTNW,M,S,2,1,0,414,06-Jun-11,5:36
5046,1,1,2,1,1,NAWA,M,S,1,1,1,Barfield Lakes,04-Jun-12,7:24
1230,1,1,2,1,1,REVI,M,S,1,1,1,Beaver Basin,17-Jun-10,5:32
3413,1,1,2,1,1,YBSA,M,O,1,1,0,Beaver Basin,16-Jun-11,6:19
7539,1,1,2,1,1,AMRO,M,S,2,1,1,Beaver Basin,03-Jun-12,5:39
7635,1,1,2,1,1,REVI,M,S,2,1,1,McMahon,04-Jun-12,5:30
1167,1,1,2,1,1,YBSA,U,C,1,1,0,Seven Lakes,25-Jun-10,7:30
3595,1,1,2,1,1,REVI,M,S,1,1,1,Seven Lakes,18-Jun-11,6:36
5356,1,1,2,1,1,WIWR,M,S,2,1,0,Seven Lakes,09-Jun-12,7:02
332,1,1,2,1,1,RBGR,M,S,1,1,0,Spotted Hardwood,11-Jun-10,6:14
2975,1,1,2,1,1,REVI,M,S,2,1,1,Spotted Hardwood,05-Jun-11,5:58
6163,1,1,2,1,1,LEFL,M,S,2,1,1,Spotted Hardwood,06-Jun-12,8:05
3109,1,1,2,1,1,BTBW,M,S,2,1,0,Stuart Lake,06-Jun-11,6:24
5707,1,1,2,1,1,REVI,M,S,1,1,1,Stuart Lake,06-Jun-12,6:01
3256,1,1,2,1,1,BTNW,M,S,1,1,1,Tahquamenon,07-Jun-11,6:34
8026,1,1,2,1,1,BLBW,M,S,1,1,0,Tahquamenon,08-Jun-12,6:07
7364,1,1,2,1,1,NAWA,M,S,1,1,1,West Branch,07-Jun-12,7:32
294,1,1,3,1,1,CSWA,M,S,1,1,0,414,11-Jun-10,5:31
3050,1,1,3,1,1,REVI,M,S,1,1,1,414,06-Jun-11,5:36
5047,1,1,3,1,1,MYWA,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1231,1,1,3,1,1,LEFL,U,C,1,1,1,Beaver Basin,17-Jun-10,5:32
3414,1,1,3,1,1,REVI,M,S,2,1,0,Beaver Basin,16-Jun-11,6:19
7540,1,1,3,1,1,AMRE,M,S,1,1,0,Beaver Basin,03-Jun-12,5:39
7636,1,1,3,1,1,CSWA,M,S,1,1,0,McMahon,04-Jun-12,5:30
1168,1,1,3,1,1,YBSA,U,C,1,1,0,Seven Lakes,25-Jun-10,7:30
3596,1,1,3,1,1,BTNW,M,S,2,1,0,Seven Lakes,18-Jun-11,6:36
5357,1,1,3,1,1,BAWW,M,S,1,1,0,Seven Lakes,09-Jun-12,7:02
333,1,1,3,1,1,BTBW,M,S,1,1,0,Spotted Hardwood,11-Jun-10,6:14
2976,1,1,3,1,1,REVI,M,S,2,1,0,Spotted Hardwood,05-Jun-11,5:58
6164,1,1,3,1,1,LEFL,M,S,2,1,1,Spotted Hardwood,06-Jun-12,8:05
3110,1,1,3,1,1,REVI,M,S,1,1,1,Stuart Lake,06-Jun-11,6:24
5708,1,1,3,1,1,REVI,M,S,1,1,1,Stuart Lake,06-Jun-12,6:01
3257,1,1,3,1,1,BTNW,M,S,2,1,1,Tahquamenon,07-Jun-11,6:34
8027,1,1,3,1,1,MYWA,M,S,1,1,0,Tahquamenon,08-Jun-12,6:07
7365,1,1,3,1,1,AMRO,M,S,1,1,1,West Branch,07-Jun-12,7:32
295,1,1,4,1,1,EAWP,M,S,1,1,0,414,11-Jun-10,5:31
3051,1,1,4,1,1,REVI,M,S,2,1,1,414,06-Jun-11,5:36
5048,1,1,4,1,1,BAWW,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:24
1232,1,1,4,1,1,LEFL,U,C,1,1,1,Beaver Basin,17-Jun-10,5:32
3415,1,1,4,1,1,OVEN,M,S,1,1,0,Beaver Basin,16-Jun-11,6:19
7541,1,1,4,1,1,REVI,M,S,1,1,1,Beaver Basin,03-Jun-12,5:39
7637,1,1,4,1,1,BTNW,M,S,1,1,0,McMahon,04-Jun-12,5:30
1169,1,1,4,1,1,BTNW,M,S,2,1,0,Seven Lakes,25-Jun-10,7:30
3597,1,1,4,1,1,REVI,M,S,2,1,1,Seven Lakes,18-Jun-11,6:36
5358,1,1,4,1,1,AMRE,M,S,2,1,0,Seven Lakes,09-Jun-12,7:02
334,1,1,4,1,1,PIWO,M,O,2,1,0,Spotted Hardwood,11-Jun-10,6:14
2977,1,1,4,1,1,BAWW,M,S,2,1,0,Spotted Hardwood,05-Jun-11,5:58
6165,1,1,4,1,1,BTNW,M,S,2,1,0,Spotted Hardwood,06-Jun-12,8:05
3111,1,1,4,1,1,REVI,M,S,2,1,1,Stuart Lake,06-Jun-11,6:24
5709,1,1,4,1,1,VEER,U,C,1,1,0,Stuart Lake,06-Jun-12,6:01
3258,1,1,4,1,1,WIWR,M,S,2,1,0,Tahquamenon,07-Jun-11,6:34
8028,1,1,4,1,1,AMRE,M,S,1,1,1,Tahquamenon,08-Jun-12,6:07
7366,1,1,4,1,1,MAWA,M,S,1,1,0,West Branch,07-Jun-12,7:32
296,1,1,5,1,1,BBCU,M,S,1,1,0,414,11-Jun-10,5:31
3052,1,1,5,1,2,EAWP,M,S,1,1,0,414,06-Jun-11,5:36
5049,1,1,5,1,1,RBNU,U,C,2,1,0,Barfield Lakes,04-Jun-12,7:24
1233,1,1,5,1,1,OVEN,M,S,1,1,1,Beaver Basin,17-Jun-10,5:32
3416,1,1,5,1,2,BTNW,M,S,2,1,0,Beaver Basin,16-Jun-11,6:19
7542,1,1,5,1,2,RBGR,M,S,2,1,0,Beaver Basin,03-Jun-12,5:39
7638,1,1,5,1,1,MYWA,M,S,1,1,0,McMahon,04-Jun-12,5:30
1170,1,1,5,1,1,REVI,M,S,2,1,1,Seven Lakes,25-Jun-10,7:30
3598,1,1,5,1,1,BCCH,U,C,1,1,0,Seven Lakes,18-Jun-11,6:36
5359,1,1,5,1,1,BTNW,M,S,2,1,0,Seven Lakes,09-Jun-12,7:02
335,1,1,5,1,1,VEER,M,S,2,1,0,Spotted Hardwood,11-Jun-10,6:14
2978,1,1,5,1,1,BTNW,M,S,1,1,0,Spotted Hardwood,05-Jun-11,5:58
6166,1,1,5,1,2,YBSA,U,C,1,1,0,Spotted Hardwood,06-Jun-12,8:05
3112,1,1,5,1,1,OVEN,M,S,1,1,0,Stuart Lake,06-Jun-11,6:24
5710,1,1,5,1,1,AMRE,M,S,2,1,1,Stuart Lake,06-Jun-12,6:01
3259,1,1,5,1,1,REVI,M,S,1,1,1,Tahquamenon,07-Jun-11,6:34
8029,1,1,5,1,1,BHVI,M,S,1,1,0,Tahquamenon,08-Jun-12,6:07
7367,1,1,5,1,1,NAWA,M,S,1,1,1,West Branch,07-Jun-12,7:32
297,1,1,6,1,1,PIWO,U,C,1,1,0,414,11-Jun-10,5:31
3053,1,1,6,1,2,YBSA,U,C,2,1,0,414,06-Jun-11,5:36
5050,1,1,6,1,1,WTSP,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1234,1,1,6,1,2,REVI,M,S,2,1,1,Beaver Basin,17-Jun-10,5:32
3417,1,1,6,1,2,YBSA,M,O,2,1,1,Beaver Basin,16-Jun-11,6:19
7543,1,1,6,1,2,AMRO,M,S,1,1,1,Beaver Basin,03-Jun-12,5:39
7639,1,1,6,1,2,PISI,U,C,1,1,0,McMahon,04-Jun-12,5:30
1171,1,1,6,1,2,WIWR,M,S,2,1,0,Seven Lakes,25-Jun-10,7:30
3599,1,1,6,1,1,BCCH,U,C,1,1,0,Seven Lakes,18-Jun-11,6:36
5360,1,1,6,1,1,AMRO,U,C,2,1,0,Seven Lakes,09-Jun-12,7:02
336,1,1,6,1,2,WIWA,M,S,1,1,0,Spotted Hardwood,11-Jun-10,6:14
2979,1,1,6,1,2,OVEN,M,S,1,1,0,Spotted Hardwood,05-Jun-11,5:58
6167,1,1,6,1,2,REVI,M,S,2,1,1,Spotted Hardwood,06-Jun-12,8:05
3113,1,1,6,1,2,RBGR,M,S,2,1,0,Stuart Lake,06-Jun-11,6:24
5711,1,1,6,1,1,LEFL,M,S,2,1,1,Stuart Lake,06-Jun-12,6:01
3260,1,1,6,1,1,REVI,M,S,2,1,1,Tahquamenon,07-Jun-11,6:34
8030,1,1,6,1,1,REVI,M,S,1,1,1,Tahquamenon,08-Jun-12,6:07
7368,1,1,6,1,1,OVEN,M,S,2,1,1,West Branch,07-Jun-12,7:32
298,1,1,7,1,2,VEER,M,S,1,1,0,414,11-Jun-10,5:31
3054,1,1,7,1,3,LEFL,M,S,2,1,0,414,06-Jun-11,5:36
5051,1,1,7,1,1,WIWR,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1235,1,1,7,1,2,OVEN,M,S,2,1,0,Beaver Basin,17-Jun-10,5:32
3418,1,1,7,1,2,AMGO,U,C,2,1,0,Beaver Basin,16-Jun-11,6:19
7544,1,1,7,1,3,LEFL,M,S,1,1,0,Beaver Basin,03-Jun-12,5:39
7640,1,1,7,1,2,PISI,U,C,1,1,0,McMahon,04-Jun-12,5:30
1172,1,1,7,1,2,BRCR,M,S,2,0,0,Seven Lakes,25-Jun-10,7:30
3600,1,1,7,1,2,OVEN,M,S,2,1,0,Seven Lakes,18-Jun-11,6:36
5361,1,1,7,1,1,AMRO,U,C,2,1,0,Seven Lakes,09-Jun-12,7:02
337,1,1,7,1,2,YBSA,M,O,2,1,0,Spotted Hardwood,11-Jun-10,6:14
2980,1,1,7,1,2,LEFL,M,S,2,1,1,Spotted Hardwood,05-Jun-11,5:58
6168,1,1,7,1,2,EACH,U,C,2,1,0,Spotted Hardwood,06-Jun-12,8:05
3114,1,1,7,1,2,AMRO,M,S,1,1,0,Stuart Lake,06-Jun-11,6:24
5712,1,1,7,1,2,AMRO,M,S,1,1,0,Stuart Lake,06-Jun-12,6:01
3261,1,1,7,1,1,NOPA,M,S,2,1,0,Tahquamenon,07-Jun-11,6:34
8031,1,1,7,1,1,UNWA,U,C,1,1,0,Tahquamenon,08-Jun-12,6:07
7369,1,1,7,1,1,PIWO,M,S,1,1,0,West Branch,07-Jun-12,7:32
299,1,1,8,1,2,LEFL,M,S,1,1,1,414,11-Jun-10,5:31
3055,1,1,8,1,3,AMRO,M,S,2,1,0,414,06-Jun-11,5:36
5052,1,1,8,1,1,HAWO,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1236,1,1,8,1,2,AMRO,U,C,1,1,0,Beaver Basin,17-Jun-10,5:32
3419,1,1,8,1,2,AMRO,M,S,2,1,0,Beaver Basin,16-Jun-11,6:19
7545,1,1,8,2,3,REVI,M,S,1,0,1,Beaver Basin,03-Jun-12,5:39
7641,1,1,8,1,2,YBSA,M,S,2,1,0,McMahon,04-Jun-12,5:30
1173,1,1,8,1,2,OVEN,M,S,2,0,0,Seven Lakes,25-Jun-10,7:30
3601,1,1,8,1,2,YBSA,U,C,2,1,0,Seven Lakes,18-Jun-11,6:36
5362,1,1,8,1,1,AMRO,M,S,1,1,0,Seven Lakes,09-Jun-12,7:02
338,1,1,8,1,2,OVEN,M,S,2,1,0,Spotted Hardwood,11-Jun-10,6:14
2981,1,1,8,1,2,LEFL,M,S,2,1,1,Spotted Hardwood,05-Jun-11,5:58
6169,1,1,8,1,2,AMRE,M,S,1,1,0,Spotted Hardwood,06-Jun-12,8:05
3115,1,1,8,1,2,SCTA,M,S,2,1,0,Stuart Lake,06-Jun-11,6:24
5713,1,1,8,1,2,BCCH,M,S,2,1,0,Stuart Lake,06-Jun-12,6:01
3262,1,1,8,1,2,SWTH,U,C,1,1,0,Tahquamenon,07-Jun-11,6:34
8032,1,1,8,1,1,AMRE,M,S,2,1,1,Tahquamenon,08-Jun-12,6:07
7370,1,1,8,1,1,NAWA,M,S,2,1,1,West Branch,07-Jun-12,7:32
300,1,1,9,1,2,LEFL,M,S,2,1,1,414,11-Jun-10,5:31
3056,1,1,9,1,3,BTBW,M,S,2,1,1,414,06-Jun-11,5:36
5053,1,1,9,1,2,NAWA,M,S,2,1,1,Barfield Lakes,04-Jun-12,7:24
1237,1,1,9,1,2,YBSA,M,O,2,1,0,Beaver Basin,17-Jun-10,5:32
3420,1,1,9,1,3,WBNU,U,C,2,1,0,Beaver Basin,16-Jun-11,6:19
7546,1,1,9,2,3,REVI,M,S,2,0,1,Beaver Basin,03-Jun-12,5:39
7642,1,1,9,1,2,RBGR,M,S,2,1,0,McMahon,04-Jun-12,5:30
1174,1,1,9,1,3,YBSA,M,O,2,1,0,Seven Lakes,25-Jun-10,7:30
3602,1,1,9,1,2,BTBW,M,S,2,1,0,Seven Lakes,18-Jun-11,6:36
5363,1,1,9,1,2,NOPA,M,S,1,1,0,Seven Lakes,09-Jun-12,7:02
339,1,1,9,1,3,SCTA,M,S,1,1,0,Spotted Hardwood,11-Jun-10,6:14
2982,1,1,9,1,2,LEFL,M,S,2,1,1,Spotted Hardwood,05-Jun-11,5:58
6170,1,1,9,1,3,AMRO,M,S,2,1,0,Spotted Hardwood,06-Jun-12,8:05
3116,1,1,9,1,3,SWTH,M,S,2,1,0,Stuart Lake,06-Jun-11,6:24
5714,1,1,9,1,2,OVEN,M,S,2,1,0,Stuart Lake,06-Jun-12,6:01
3263,1,1,9,1,2,RBGR,M,S,2,1,0,Tahquamenon,07-Jun-11,6:34
8033,1,1,9,1,2,OVEN,M,S,2,1,1,Tahquamenon,08-Jun-12,6:07
7371,1,1,9,1,2,UNKN,M,S,2,1,0,West Branch,07-Jun-12,7:32
301,1,1,10,1,2,LEFL,M,S,2,1,1,414,11-Jun-10,5:31
3057,1,1,10,2,3,BTBW,M,S,1,0,1,414,06-Jun-11,5:36
5054,1,1,10,1,2,REVI,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1238,1,1,10,1,3,BLBW,M,S,2,1,0,Beaver Basin,17-Jun-10,5:32
3421,1,1,10,2,3,REVI,M,S,1,0,1,Beaver Basin,16-Jun-11,6:19
7547,1,1,10,2,3,LEFL,M,S,1,0,1,Beaver Basin,03-Jun-12,5:39
7643,1,1,10,1,2,MYWA,U,C,1,1,0,McMahon,04-Jun-12,5:30
1175,1,1,10,1,3,REVI,M,S,1,1,1,Seven Lakes,25-Jun-10,7:30
3603,1,1,10,1,2,AMRO,U,C,1,1,0,Seven Lakes,18-Jun-11,6:36
5364,1,1,10,1,3,REVI,M,S,2,1,0,Seven Lakes,09-Jun-12,7:02
340,1,1,10,1,3,REVI,M,S,2,1,0,Spotted Hardwood,11-Jun-10,6:14
2983,1,1,10,1,3,EACH,U,C,2,1,0,Spotted Hardwood,05-Jun-11,5:58
6171,1,1,10,1,3,OVEN,M,S,2,1,0,Spotted Hardwood,06-Jun-12,8:05
3117,1,1,10,1,3,YBSA,M,O,2,1,0,Stuart Lake,06-Jun-11,6:24
5715,1,1,10,1,2,AMRE,M,S,1,1,1,Stuart Lake,06-Jun-12,6:01
3264,1,1,10,1,2,AMRO,M,S,2,1,0,Tahquamenon,07-Jun-11,6:34
8034,1,1,10,1,2,CHSW,U,C,2,1,0,Tahquamenon,08-Jun-12,6:07
7372,1,1,10,1,2,AMRO,M,S,2,1,1,West Branch,07-Jun-12,7:32
302,1,1,11,1,2,REVI,M,S,2,1,1,414,11-Jun-10,5:31
3058,1,1,11,2,3,REVI,M,S,2,0,1,414,06-Jun-11,5:36
5055,1,1,11,1,2,BHVI,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:24
1239,1,1,11,1,3,REVI,M,S,1,0,1,Beaver Basin,17-Jun-10,5:32
3422,1,1,11,2,3,REVI,M,S,2,0,1,Beaver Basin,16-Jun-11,6:19
7548,1,1,11,2,4,LEFL,M,S,2,1,1,Beaver Basin,03-Jun-12,5:39
7644,1,1,11,1,3,NAWA,M,S,2,1,0,McMahon,04-Jun-12,5:30
1176,1,1,11,1,3,REVI,M,S,1,0,1,Seven Lakes,25-Jun-10,7:30
3604,1,1,11,1,3,BTNW,M,S,1,1,0,Seven Lakes,18-Jun-11,6:36
5365,1,1,11,2,3,NOPA,M,S,1,0,0,Seven Lakes,09-Jun-12,7:02
341,1,1,11,1,3,SWTH,M,S,1,0,0,Spotted Hardwood,11-Jun-10,6:14
2984,1,1,11,1,3,BTBW,M,S,2,1,0,Spotted Hardwood,05-Jun-11,5:58
6172,1,1,11,1,3,RBGR,U,C,1,1,0,Spotted Hardwood,06-Jun-12,8:05
3118,1,1,11,2,3,MYWA,M,S,2,0,0,Stuart Lake,06-Jun-11,6:24
5716,1,1,11,1,2,REVI,M,S,2,1,1,Stuart Lake,06-Jun-12,6:01
3265,1,1,11,1,2,BTNW,M,S,2,1,1,Tahquamenon,07-Jun-11,6:34
8035,1,1,11,1,2,BTBW,M,S,1,1,0,Tahquamenon,08-Jun-12,6:07
7373,1,1,11,1,2,WTSP,U,C,1,1,0,West Branch,07-Jun-12,7:32
303,1,1,12,1,2,REVI,M,S,1,1,1,414,11-Jun-10,5:31
3059,1,1,12,2,3,OVEN,M,S,2,0,0,414,06-Jun-11,5:36
5056,1,1,12,1,2,HETH,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:24
1240,1,1,12,1,3,REVI,M,S,1,0,1,Beaver Basin,17-Jun-10,5:32
3423,1,1,12,2,4,AMRO,M,S,2,0,0,Beaver Basin,16-Jun-11,6:19
7549,1,1,12,2,4,AMRO,M,S,2,0,1,Beaver Basin,03-Jun-12,5:39
7645,1,1,12,1,3,REVI,M,S,2,1,1,McMahon,04-Jun-12,5:30
1177,1,1,12,1,3,REVI,M,S,1,0,1,Seven Lakes,25-Jun-10,7:30
3605,1,1,12,2,3,REVI,M,S,1,0,1,Seven Lakes,18-Jun-11,6:36
5366,1,1,12,2,3,REVI,M,S,2,0,0,Seven Lakes,09-Jun-12,7:02
342,1,1,12,1,3,RBGR,M,S,1,0,0,Spotted Hardwood,11-Jun-10,6:14
2985,1,1,12,2,3,BTNW,M,S,1,0,0,Spotted Hardwood,05-Jun-11,5:58
6173,1,1,12,2,3,BTNW,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:05
3119,1,1,12,2,3,BTBW,M,S,2,0,0,Stuart Lake,06-Jun-11,6:24
5717,1,1,12,1,3,YBSA,M,S,2,1,0,Stuart Lake,06-Jun-12,6:01
3266,1,1,12,1,2,OVEN,M,S,2,1,0,Tahquamenon,07-Jun-11,6:34
8036,1,1,12,1,2,REVI,M,S,2,1,1,Tahquamenon,08-Jun-12,6:07
7374,1,1,12,1,2,CHSP,M,S,1,1,0,West Branch,07-Jun-12,7:32
304,1,1,13,1,2,REVI,M,S,2,1,1,414,11-Jun-10,5:31
3060,1,1,13,2,4,REVI,M,S,1,0,1,414,06-Jun-11,5:36
5057,1,1,13,1,2,PIWO,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1241,1,1,13,1,3,REVI,M,S,2,0,1,Beaver Basin,17-Jun-10,5:32
3424,1,1,13,2,4,HAWO,U,C,2,1,0,Beaver Basin,16-Jun-11,6:19
7550,1,1,13,2,5,RBGR,M,S,2,0,0,Beaver Basin,03-Jun-12,5:39
7646,1,1,13,1,3,YSFL,U,C,2,1,0,McMahon,04-Jun-12,5:30
1178,1,1,13,1,3,RBGR,M,S,1,1,0,Seven Lakes,25-Jun-10,7:30
3606,1,1,13,2,3,REVI,M,S,2,0,1,Seven Lakes,18-Jun-11,6:36
5367,1,1,13,2,3,BTNW,M,S,1,0,0,Seven Lakes,09-Jun-12,7:02
343,1,1,13,1,3,BTBW,M,S,1,0,0,Spotted Hardwood,11-Jun-10,6:14
2986,1,1,13,2,3,OVEN,M,S,1,0,0,Spotted Hardwood,05-Jun-11,5:58
6174,1,1,13,2,3,REVI,M,S,1,0,0,Spotted Hardwood,06-Jun-12,8:05
3120,1,1,13,2,3,REVI,M,S,1,0,0,Stuart Lake,06-Jun-11,6:24
5718,1,1,13,1,3,PUFI,M,S,2,1,0,Stuart Lake,06-Jun-12,6:01
3267,1,1,13,1,2,HAWO,U,C,1,1,0,Tahquamenon,07-Jun-11,6:34
8037,1,1,13,1,2,BTNW,M,S,2,1,0,Tahquamenon,08-Jun-12,6:07
7375,1,1,13,1,2,SOSP,M,S,2,1,0,West Branch,07-Jun-12,7:32
305,1,1,14,1,2,AMRO,U,C,1,1,0,414,11-Jun-10,5:31
3061,1,1,14,2,4,LEFL,M,S,2,0,0,414,06-Jun-11,5:36
5058,1,1,14,1,2,SWTH,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:24
1242,1,1,14,1,3,LEFL,U,C,1,0,1,Beaver Basin,17-Jun-10,5:32
3425,1,1,14,2,4,BTNW,M,S,2,0,0,Beaver Basin,16-Jun-11,6:19
7551,1,1,14,2,6,AMRO,M,S,1,0,1,Beaver Basin,03-Jun-12,5:39
7647,1,1,14,1,3,VEER,U,C,1,1,0,McMahon,04-Jun-12,5:30
1179,1,1,14,1,3,BRCR,M,S,2,0,0,Seven Lakes,25-Jun-10,7:30
3607,1,1,14,2,3,BCCH,U,C,1,0,0,Seven Lakes,18-Jun-11,6:36
5368,1,1,14,2,4,UNWA,U,C,1,1,0,Seven Lakes,09-Jun-12,7:02
344,1,1,14,1,3,NOPA,M,S,1,0,0,Spotted Hardwood,11-Jun-10,6:14
2987,1,1,14,2,4,BAWW,M,S,2,0,0,Spotted Hardwood,05-Jun-11,5:58
6175,1,1,14,2,3,AMRO,M,S,2,0,0,Spotted Hardwood,06-Jun-12,8:05
3121,1,1,14,2,4,YBSA,M,O,2,0,0,Stuart Lake,06-Jun-11,6:24
5719,1,1,14,1,3,BTNW,M,S,1,1,0,Stuart Lake,06-Jun-12,6:01
3268,1,1,14,1,2,REVI,M,S,2,1,1,Tahquamenon,07-Jun-11,6:34
8038,1,1,14,1,2,EACH,U,C,1,1,0,Tahquamenon,08-Jun-12,6:07
7376,1,1,14,1,3,CAWA,M,S,2,1,0,West Branch,07-Jun-12,7:32
306,1,1,15,1,3,AMGO,M,S,1,1,0,414,11-Jun-10,5:31
3062,1,1,15,2,4,BTBW,M,S,1,0,0,414,06-Jun-11,5:36
5059,1,1,15,1,2,SCTA,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1243,1,1,15,1,3,LEFL,U,C,1,0,1,Beaver Basin,17-Jun-10,5:32
3426,1,1,15,2,5,EACH,U,C,2,1,0,Beaver Basin,16-Jun-11,6:19
7552,1,1,15,3,6,AMRO,M,S,1,0,1,Beaver Basin,03-Jun-12,5:39
7648,1,1,15,2,3,MYWA,M,S,1,0,0,McMahon,04-Jun-12,5:30
1180,1,1,15,2,4,REVI,U,C,1,1,0,Seven Lakes,25-Jun-10,7:30
3608,1,1,15,2,3,BCCH,U,C,1,0,0,Seven Lakes,18-Jun-11,6:36
5369,1,1,15,2,4,BAWW,M,S,1,0,0,Seven Lakes,09-Jun-12,7:02
345,1,1,15,1,3,YBSA,M,O,2,0,0,Spotted Hardwood,11-Jun-10,6:14
2988,1,1,15,2,4,REVI,M,S,2,0,0,Spotted Hardwood,05-Jun-11,5:58
6176,1,1,15,2,4,AMRE,M,S,1,0,0,Spotted Hardwood,06-Jun-12,8:05
3122,1,1,15,2,4,AMRO,M,S,1,0,0,Stuart Lake,06-Jun-11,6:24
5720,1,1,15,1,3,VEER,M,S,2,1,0,Stuart Lake,06-Jun-12,6:01
3269,1,1,15,1,3,BRCR,M,S,1,1,0,Tahquamenon,07-Jun-11,6:34
8039,1,1,15,1,2,SCTA,M,S,2,1,0,Tahquamenon,08-Jun-12,6:07
7377,1,1,15,1,3,OVEN,M,S,2,1,0,West Branch,07-Jun-12,7:32
307,1,1,16,1,3,BTBW,M,S,2,1,1,414,11-Jun-10,5:31
3063,1,1,16,2,5,VEER,U,C,2,0,1,414,06-Jun-11,5:36
5060,1,1,16,1,3,SWSP,M,S,2,1,0,Barfield Lakes,04-Jun-12,7:24
1244,1,1,16,1,3,OVEN,M,S,2,0,1,Beaver Basin,17-Jun-10,5:32
3427,1,1,16,2,5,YBSA,M,O,2,0,0,Beaver Basin,16-Jun-11,6:19
7553,1,1,16,3,6,AMRO,M,S,2,0,1,Beaver Basin,03-Jun-12,5:39
7649,1,1,16,2,3,BHVI,M,S,1,0,0,McMahon,04-Jun-12,5:30
1181,1,1,16,2,4,OVEN,M,S,2,0,0,Seven Lakes,25-Jun-10,7:30
3609,1,1,16,2,4,YBSA,U,C,2,0,0,Seven Lakes,18-Jun-11,6:36
5370,1,1,16,2,4,AMRE,M,S,2,0,0,Seven Lakes,09-Jun-12,7:02
346,1,1,16,2,4,OVEN,M,S,2,0,0,Spotted Hardwood,11-Jun-10,6:14
2989,1,1,16,2,5,RBGR,M,S,1,1,0,Spotted Hardwood,05-Jun-11,5:58
6177,1,1,16,2,4,AMRO,M,S,1,0,0,Spotted Hardwood,06-Jun-12,8:05
3123,1,1,16,2,4,BTNW,M,S,1,1,0,Stuart Lake,06-Jun-11,6:24
5721,1,1,16,2,3,LEFL,M,S,1,0,1,Stuart Lake,06-Jun-12,6:01
3270,1,1,16,2,3,REVI,M,S,1,0,0,Tahquamenon,07-Jun-11,6:34
8040,1,1,16,1,3,OVEN,M,S,2,1,1,Tahquamenon,08-Jun-12,6:07
7378,1,1,16,1,3,AMRO,M,S,2,1,1,West Branch,07-Jun-12,7:32
308,1,1,17,1,3,BTBW,M,S,1,1,1,414,11-Jun-10,5:31
3064,1,1,17,2,5,BTNW,M,S,2,0,0,414,06-Jun-11,5:36
5061,1,1,17,1,3,BRCR,M,S,1,1,0,Barfield Lakes,04-Jun-12,7:24
1245,1,1,17,2,4,BLBW,M,S,2,0,1,Beaver Basin,17-Jun-10,5:32
3428,1,1,17,2,6,OVEN,M,S,1,0,0,Beaver Basin,16-Jun-11,6:19
7554,1,1,17,3,6,REVI,M,S,2,0,1,Beaver Basin,03-Jun-12,5:39
7650,1,1,17,2,3,REVI,M,S,2,0,1,McMahon,04-Jun-12,5:30
1182,1,1,17,2,4,BTNW,M,S,2,0,0,Seven Lakes,25-Jun-10,7:30
